feature_id,osm_id,osm_name,osm_ref,osm_fclass,entity_key,total_length_km,status,risk_level,current_high_cell_count,current_severe_cell_count,current_exposed_cell_count,current_exposed_length_km,24h_high_cell_count,24h_severe_cell_count,24h_exposed_cell_count,24h_exposed_length_km,48h_high_cell_count,48h_severe_cell_count,48h_exposed_cell_count,48h_exposed_length_km,72h_high_cell_count,72h_severe_cell_count,72h_exposed_cell_count,72h_exposed_length_km
OSM-ROAD-1267993910,1267993910,,,service,osm:1267993910:0,2.639,HIGH RISK,HIGH,2,0,2,0.879,2,0,2,0.879,2,0,2,0.879,2,0,2,0.879
OSM-ROAD-44848710,44848710,,SH,primary,ref:sh,2.19,HIGH RISK,HIGH,1,0,1,0.739,1,0,1,0.739,1,0,1,0.739,1,0,1,0.739
OSM-ROAD-84994684,84994684,,NH710,trunk,ref:nh710,7.109,HIGH RISK,HIGH,2,0,2,2.744,2,0,2,2.744,2,0,2,2.744,2,0,2,2.744
OSM-ROAD-1270819641,1270819641,,SH,primary,ref:sh,0.024,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1246723720,1246723720,,,unclassified,osm:1246723720:4,0.059,HIGH RISK,HIGH,1,0,1,0.059,1,0,1,0.059,1,0,1,0.059,1,0,1,0.059
OSM-ROAD-1246723718,1246723718,,,unclassified,osm:1246723718:5,0.076,HIGH RISK,HIGH,1,0,1,0.076,1,0,1,0.076,1,0,1,0.076,1,0,1,0.076
OSM-ROAD-606048435,606048435,,,unclassified,osm:606048435:6,2.31,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1246723717,1246723717,,,unclassified,osm:1246723717:7,0.062,HIGH RISK,HIGH,1,0,1,0.062,1,0,1,0.062,1,0,1,0.062,1,0,1,0.062
OSM-ROAD-1246723716,1246723716,,,unclassified,osm:1246723716:8,0.093,HIGH RISK,HIGH,1,0,1,0.093,1,0,1,0.093,1,0,1,0.093,1,0,1,0.093
OSM-ROAD-1266842932,1266842932,,,service,osm:1266842932:9,0.049,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1265059937,1265059937,,,unclassified,osm:1265059937:10,0.172,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1266842934,1266842934,,,service,osm:1266842934:11,0.148,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1265059938,1265059938,,,track,osm:1265059938:12,0.208,HIGH RISK,HIGH,1,0,1,0.046,1,0,1,0.046,1,0,1,0.046,1,0,1,0.046
OSM-ROAD-579339610,579339610,,,service,osm:579339610:13,0.721,HIGH RISK,HIGH,2,0,2,0.675,2,0,2,0.675,2,0,2,0.675,2,0,2,0.675
OSM-ROAD-579339609,579339609,,,unclassified,osm:579339609:14,1.068,HIGH RISK,HIGH,1,0,1,0.672,1,0,1,0.672,1,0,1,0.672,1,0,1,0.672
OSM-ROAD-577222170,577222170,,,unclassified,osm:577222170:15,0.017,HIGH RISK,HIGH,1,0,1,0.017,1,0,1,0.017,1,0,1,0.017,1,0,1,0.017
OSM-ROAD-579339611,579339611,,,unclassified,osm:579339611:16,0.437,HIGH RISK,HIGH,1,0,1,0.437,1,0,1,0.437,1,0,1,0.437,1,0,1,0.437
OSM-ROAD-1266618049,1266618049,,,service,osm:1266618049:17,0.89,HIGH RISK,HIGH,2,0,2,0.89,2,0,2,0.89,2,0,2,0.89,2,0,2,0.89
OSM-ROAD-1266618051,1266618051,,,path,osm:1266618051:18,0.317,HIGH RISK,HIGH,1,0,1,0.317,1,0,1,0.317,1,0,1,0.317,1,0,1,0.317
OSM-ROAD-44848711,44848711,,SH,primary,ref:sh,2.1,HIGH RISK,HIGH,2,0,2,2.012,2,0,2,2.012,2,0,2,2.012,2,0,2,2.012
OSM-ROAD-1270819637,1270819637,,,unclassified,osm:1270819637:20,0.818,HIGH RISK,HIGH,2,0,2,0.818,2,0,2,0.818,2,0,2,0.818,2,0,2,0.818
OSM-ROAD-1266618052,1266618052,,,path,osm:1266618052:21,0.023,HIGH RISK,HIGH,1,0,1,0.023,1,0,1,0.023,1,0,1,0.023,1,0,1,0.023
OSM-ROAD-1270819631,1270819631,,,service,osm:1270819631:22,0.074,HIGH RISK,HIGH,1,0,1,0.074,1,0,1,0.074,1,0,1,0.074,1,0,1,0.074
OSM-ROAD-1270819632,1270819632,,,service,osm:1270819632:23,0.023,HIGH RISK,HIGH,1,0,1,0.023,1,0,1,0.023,1,0,1,0.023,1,0,1,0.023
OSM-ROAD-1266618053,1266618053,,,service,osm:1266618053:24,0.178,HIGH RISK,HIGH,1,0,1,0.178,1,0,1,0.178,1,0,1,0.178,1,0,1,0.178
OSM-ROAD-1274799695,1274799695,,,path,osm:1274799695:25,0.174,HIGH RISK,HIGH,1,0,1,0.174,1,0,1,0.174,1,0,1,0.174,1,0,1,0.174
OSM-ROAD-1270819630,1270819630,,,path,osm:1270819630:26,0.137,HIGH RISK,HIGH,1,0,1,0.137,1,0,1,0.137,1,0,1,0.137,1,0,1,0.137
OSM-ROAD-1255666336,1255666336,,,unclassified,osm:1255666336:27,1.228,HIGH RISK,HIGH,2,0,2,1.228,2,0,2,1.228,2,0,2,1.228,2,0,2,1.228
OSM-ROAD-1270454981,1270454981,,,path,osm:1270454981:28,0.157,HIGH RISK,HIGH,1,0,1,0.157,1,0,1,0.157,1,0,1,0.157,1,0,1,0.157
OSM-ROAD-1263528228,1263528228,,SH,primary,ref:sh,2.247,HIGH RISK,HIGH,3,0,3,2.247,3,0,3,2.247,3,0,3,2.247,3,0,3,2.247
OSM-ROAD-1265059916,1265059916,,,unclassified,osm:1265059916:30,1.095,HIGH RISK,HIGH,1,0,1,1.095,1,0,1,1.095,1,0,1,1.095,1,0,1,1.095
OSM-ROAD-1266842904,1266842904,,,service,osm:1266842904:31,0.264,HIGH RISK,HIGH,1,0,1,0.264,1,0,1,0.264,1,0,1,0.264,1,0,1,0.264
OSM-ROAD-1265059915,1265059915,,,path,osm:1265059915:32,0.488,HIGH RISK,HIGH,1,0,1,0.488,1,0,1,0.488,1,0,1,0.488,1,0,1,0.488
OSM-ROAD-1265059918,1265059918,,,unclassified,osm:1265059918:33,0.146,HIGH RISK,HIGH,1,0,1,0.146,1,0,1,0.146,1,0,1,0.146,1,0,1,0.146
OSM-ROAD-1265059920,1265059920,,,unclassified,osm:1265059920:34,0.058,HIGH RISK,HIGH,1,0,1,0.058,1,0,1,0.058,1,0,1,0.058,1,0,1,0.058
OSM-ROAD-1268959916,1268959916,,,path,osm:1268959916:35,0.039,HIGH RISK,HIGH,1,0,1,0.039,1,0,1,0.039,1,0,1,0.039,1,0,1,0.039
OSM-ROAD-1265059919,1265059919,,,unclassified,osm:1265059919:36,0.13,HIGH RISK,HIGH,1,0,1,0.13,1,0,1,0.13,1,0,1,0.13,1,0,1,0.13
OSM-ROAD-1265059921,1265059921,,,unclassified,osm:1265059921:37,0.328,HIGH RISK,HIGH,1,0,1,0.328,1,0,1,0.328,1,0,1,0.328,1,0,1,0.328
OSM-ROAD-1265059922,1265059922,,,unclassified,osm:1265059922:38,0.203,HIGH RISK,HIGH,1,0,1,0.203,1,0,1,0.203,1,0,1,0.203,1,0,1,0.203
OSM-ROAD-1258669458,1258669458,,,path,osm:1258669458:39,0.022,HIGH RISK,HIGH,1,0,1,0.022,1,0,1,0.022,1,0,1,0.022,1,0,1,0.022
OSM-ROAD-1258669457,1258669457,,,path,osm:1258669457:40,0.321,HIGH RISK,HIGH,2,0,2,0.321,1,1,2,0.321,2,0,2,0.321,2,0,2,0.321
OSM-ROAD-1267995254,1267995254,,,unclassified,osm:1267995254:41,0.118,HIGH RISK,HIGH,1,0,1,0.118,0,1,1,0.118,1,0,1,0.118,1,0,1,0.118
OSM-ROAD-1258669452,1258669452,,,path,osm:1258669452:42,0.248,HIGH RISK,HIGH,1,0,1,0.248,0,1,1,0.248,1,0,1,0.248,1,0,1,0.248
OSM-ROAD-1258669453,1258669453,,,path,osm:1258669453:43,0.336,HIGH RISK,HIGH,1,0,1,0.336,0,1,1,0.336,1,0,1,0.336,1,0,1,0.336
OSM-ROAD-1258669451,1258669451,,,path,osm:1258669451:44,0.198,HIGH RISK,HIGH,1,0,1,0.198,0,1,1,0.198,1,0,1,0.198,1,0,1,0.198
OSM-ROAD-1267995253,1267995253,,,unclassified,osm:1267995253:45,0.075,HIGH RISK,HIGH,1,0,1,0.075,0,1,1,0.075,1,0,1,0.075,1,0,1,0.075
OSM-ROAD-1267995250,1267995250,,,path,osm:1267995250:46,0.154,HIGH RISK,HIGH,1,0,1,0.154,0,1,1,0.154,1,0,1,0.154,1,0,1,0.154
OSM-ROAD-1258669449,1258669449,,,unclassified,osm:1258669449:47,0.906,HIGH RISK,HIGH,1,0,1,0.906,0,1,1,0.906,1,0,1,0.906,1,0,1,0.906
OSM-ROAD-1258669454,1258669454,,,path,osm:1258669454:48,0.369,HIGH RISK,HIGH,1,0,1,0.369,0,1,1,0.369,1,0,1,0.369,1,0,1,0.369
OSM-ROAD-1258669450,1258669450,,,path,osm:1258669450:49,0.499,HIGH RISK,HIGH,1,0,1,0.499,0,1,1,0.499,1,0,1,0.499,1,0,1,0.499
OSM-ROAD-1263528227,1263528227,,SH,primary,ref:sh,0.035,HIGH RISK,HIGH,1,0,1,0.035,1,0,1,0.035,1,0,1,0.035,1,0,1,0.035
OSM-ROAD-1263528229,1263528229,,,unclassified,osm:1263528229:51,0.817,HIGH RISK,HIGH,2,0,2,0.817,2,0,2,0.817,2,0,2,0.817,2,0,2,0.817
OSM-ROAD-605849769,605849769,,,unclassified,osm:605849769:52,8.96,HIGH RISK,HIGH,2,0,2,2.173,2,0,2,2.173,2,0,2,2.173,2,0,2,2.173
OSM-ROAD-1266113479,1266113479,,,path,osm:1266113479:53,0.206,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1266182299,1266182299,,,path,osm:1266182299:54,0.626,HIGH RISK,HIGH,1,0,1,0.47,1,0,1,0.47,1,0,1,0.47,1,0,1,0.47
OSM-ROAD-1266182300,1266182300,,,path,osm:1266182300:55,0.256,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1266113482,1266113482,,,path,osm:1266113482:56,0.244,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1266113480,1266113480,,,path,osm:1266113480:57,0.132,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1266113481,1266113481,,,path,osm:1266113481:58,0.062,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1266182302,1266182302,,,path,osm:1266182302:59,0.675,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-415849517,415849517,,,unclassified,osm:415849517:60,0.019,HIGH RISK,HIGH,1,0,1,0.019,1,0,1,0.019,1,0,1,0.019,1,0,1,0.019
OSM-ROAD-1225641162,1225641162,,NH710,trunk,ref:nh710,0.076,HIGH RISK,HIGH,1,0,1,0.076,1,0,1,0.076,1,0,1,0.076,1,0,1,0.076
OSM-ROAD-44848704,44848704,,NH710,trunk,ref:nh710,1.569,HIGH RISK,HIGH,1,0,1,0.502,1,0,1,0.502,1,0,1,0.502,1,0,1,0.502
OSM-ROAD-1256855572,1256855572,,,service,osm:1256855572:63,0.945,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271174370,1271174370,,,service,osm:1271174370:64,0.05,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271193234,1271193234,,,service,osm:1271193234:65,0.272,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271174369,1271174369,,,service,osm:1271174369:66,0.087,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271174379,1271174379,,,service,osm:1271174379:67,0.075,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1241606860,1241606860,,,service,osm:1241606860:68,0.127,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1241606859,1241606859,,,service,osm:1241606859:69,0.142,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1241894950,1241894950,,NH710,trunk,ref:nh710,0.094,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1241894949,1241894949,,NH710,trunk,ref:nh710,1.037,HIGH RISK,HIGH,1,0,1,0.993,1,0,1,0.993,1,0,1,0.993,1,0,1,0.993
OSM-ROAD-1268829438,1268829438,,,path,osm:1268829438:72,0.239,HIGH RISK,HIGH,1,0,1,0.239,1,0,1,0.239,1,0,1,0.239,1,0,1,0.239
OSM-ROAD-1268829420,1268829420,,,path,osm:1268829420:73,0.107,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1248007176,1248007176,,,unclassified,osm:1248007176:74,1.443,HIGH RISK,HIGH,1,0,1,0.825,1,0,1,0.825,1,0,1,0.825,1,0,1,0.825
OSM-ROAD-1266541585,1266541585,,,path,osm:1266541585:75,0.214,HIGH RISK,HIGH,1,0,1,0.214,1,0,1,0.214,1,0,1,0.214,1,0,1,0.214
OSM-ROAD-1248007817,1248007817,,,unclassified,osm:1248007817:76,1.43,HIGH RISK,HIGH,1,0,1,1.43,1,0,1,1.43,1,0,1,1.43,1,0,1,1.43
OSM-ROAD-1268829279,1268829279,,,path,osm:1268829279:77,0.178,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1268829388,1268829388,,,path,osm:1268829388:78,0.08,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271174378,1271174378,,,service,osm:1271174378:79,0.137,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271177591,1271177591,,,service,osm:1271177591:80,0.047,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1225642946,1225642946,,,unclassified,osm:1225642946:81,2.467,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1256854519,1256854519,,,service,osm:1256854519:82,0.414,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271190041,1271190041,,,service,osm:1271190041:83,0.601,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1222494529,1222494529,,,unclassified,osm:1222494529:84,1.142,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271184902,1271184902,,,service,osm:1271184902:85,0.045,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271184905,1271184905,,,service,osm:1271184905:86,0.033,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271184901,1271184901,,,service,osm:1271184901:87,0.143,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271184906,1271184906,,,service,osm:1271184906:88,0.094,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-44848706,44848706,,NH710,trunk,ref:nh710,1.82,HIGH RISK,HIGH,2,0,2,0.688,2,0,2,0.688,2,0,2,0.688,2,0,2,0.688
OSM-ROAD-1271110335,1271110335,,,service,osm:1271110335:90,0.335,HIGH RISK,HIGH,1,0,1,0.335,1,0,1,0.335,1,0,1,0.335,1,0,1,0.335
OSM-ROAD-1241894951,1241894951,,NH710,trunk,ref:nh710,0.095,HIGH RISK,HIGH,1,0,1,0.095,1,0,1,0.095,1,0,1,0.095,1,0,1,0.095
OSM-ROAD-1261795892,1261795892,,,track,osm:1261795892:92,0.156,HIGH RISK,HIGH,1,0,1,0.156,1,0,1,0.156,1,0,1,0.156,1,0,1,0.156
OSM-ROAD-452138204,452138204,,,unclassified,osm:452138204:93,7.683,HIGH RISK,HIGH,2,0,2,7.439,2,0,2,7.439,2,0,2,7.439,2,0,2,7.439
OSM-ROAD-1261819308,1261819308,,,service,osm:1261819308:94,0.509,HIGH RISK,HIGH,1,0,1,0.509,1,0,1,0.509,1,0,1,0.509,1,0,1,0.509
OSM-ROAD-1273575237,1273575237,,,track,osm:1273575237:95,1.001,HIGH RISK,HIGH,1,0,1,0.694,1,0,1,0.694,1,0,1,0.694,1,0,1,0.694
OSM-ROAD-1261819309,1261819309,,,service,osm:1261819309:96,0.341,HIGH RISK,HIGH,1,0,1,0.26,1,0,1,0.26,1,0,1,0.26,1,0,1,0.26
OSM-ROAD-1261819311,1261819311,,,unclassified,osm:1261819311:97,0.451,HIGH RISK,HIGH,1,0,1,0.333,1,0,1,0.333,1,0,1,0.333,1,0,1,0.333
OSM-ROAD-1261819310,1261819310,,,service,osm:1261819310:98,0.179,HIGH RISK,HIGH,1,0,1,0.006,1,0,1,0.006,1,0,1,0.006,1,0,1,0.006
OSM-ROAD-1271184892,1271184892,,,service,osm:1271184892:99,0.033,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271184911,1271184911,,,service,osm:1271184911:100,0.121,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271184893,1271184893,,,service,osm:1271184893:101,0.075,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271184899,1271184899,,,service,osm:1271184899:102,0.076,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271184890,1271184890,,,service,osm:1271184890:103,0.212,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1247334881,1247334881,,,service,osm:1247334881:104,0.096,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1247334882,1247334882,,,service,osm:1247334882:105,0.123,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1247334949,1247334949,,,path,osm:1247334949:106,0.119,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-452138202,452138202,,,unclassified,osm:452138202:107,2.537,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1247334997,1247334997,,,unclassified,osm:1247334997:108,0.211,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271190040,1271190040,,,service,osm:1271190040:109,0.052,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271184909,1271184909,,,service,osm:1271184909:110,0.034,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1256855573,1256855573,,,service,osm:1256855573:111,0.365,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271185761,1271185761,,,service,osm:1271185761:112,0.039,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271184910,1271184910,,,service,osm:1271184910:113,0.12,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1271184914,1271184914,,,service,osm:1271184914:114,0.043,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1243419991,1243419991,,,service,osm:1243419991:115,0.039,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1244979289,1244979289,,,service,osm:1244979289:116,0.302,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1244979294,1244979294,,,residential,osm:1244979294:117,0.398,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1244979295,1244979295,,,residential,osm:1244979295:118,0.604,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1247335043,1247335043,,,path,osm:1247335043:119,0.112,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1247335072,1247335072,,,path,osm:1247335072:120,0.237,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1247335071,1247335071,,,path,osm:1247335071:121,0.131,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1244979348,1244979348,,,service,osm:1244979348:122,0.501,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1247335116,1247335116,,,unclassified,osm:1247335116:123,0.067,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1247335131,1247335131,,,unclassified,osm:1247335131:124,0.243,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1244961099,1244961099,,,residential,osm:1244961099:125,0.594,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1247005952,1247005952,,,unclassified,osm:1247005952:126,0.105,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1244961098,1244961098,,,service,osm:1244961098:127,0.042,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1244961105,1244961105,,,residential,osm:1244961105:128,0.392,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1246822505,1246822505,,,residential,osm:1246822505:129,0.423,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1243420006,1243420006,,,service,osm:1243420006:130,0.092,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1243420009,1243420009,,,unclassified,osm:1243420009:131,0.786,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1247335123,1247335123,,,unclassified,osm:1247335123:132,0.104,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1244979350,1244979350,,,unclassified,osm:1244979350:133,0.539,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1244979349,1244979349,,,service,osm:1244979349:134,0.036,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1247342642,1247342642,,,path,osm:1247342642:135,0.234,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1244979389,1244979389,,,path,osm:1244979389:136,0.551,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1245519312,1245519312,,,path,osm:1245519312:137,1.279,WATCH,MODERATE,0,0,0,0.0,1,0,1,0.069,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1249172704,1249172704,,,service,osm:1249172704:138,0.027,WATCH,MODERATE,0,0,0,0.0,1,0,1,0.027,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1262608162,1262608162,,,unclassified,osm:1262608162:139,0.495,WATCH,MODERATE,0,0,0,0.0,1,0,1,0.148,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1262345043,1262345043,,,path,osm:1262345043:140,0.101,WATCH,MODERATE,0,0,0,0.0,1,0,1,0.101,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1257635606,1257635606,,,unclassified,osm:1257635606:141,1.462,WATCH,MODERATE,0,0,0,0.0,1,0,1,1.33,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1263703433,1263703433,,,path,osm:1263703433:142,0.065,WATCH,MODERATE,0,0,0,0.0,1,0,1,0.065,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1263703460,1263703460,,,path,osm:1263703460:143,0.08,WATCH,MODERATE,0,0,0,0.0,1,0,1,0.08,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1263722786,1263722786,,,service,osm:1263722786:144,0.023,WATCH,MODERATE,0,0,0,0.0,1,0,1,0.023,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1262497382,1262497382,,,path,osm:1262497382:145,0.173,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1262497369,1262497369,,,unclassified,osm:1262497369:146,0.289,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1262489574,1262489574,,,path,osm:1262489574:147,0.184,WATCH,MODERATE,0,0,0,0.0,1,0,1,0.184,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1254165535,1254165535,,,path,osm:1254165535:148,0.239,WATCH,MODERATE,0,0,0,0.0,1,0,1,0.239,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1273270067,1273270067,,,path,osm:1273270067:149,0.23,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1273270068,1273270068,,,service,osm:1273270068:150,0.178,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1273270070,1273270070,,,path,osm:1273270070:151,0.486,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1273698626,1273698626,,,path,osm:1273698626:152,0.585,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1274810027,1274810027,,,path,osm:1274810027:153,0.376,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
