feature_id,osm_id,osm_name,osm_ref,osm_fclass,entity_key,total_length_km,status,risk_level,current_high_cell_count,current_severe_cell_count,current_exposed_cell_count,current_exposed_length_km,24h_high_cell_count,24h_severe_cell_count,24h_exposed_cell_count,24h_exposed_length_km,48h_high_cell_count,48h_severe_cell_count,48h_exposed_cell_count,48h_exposed_length_km,72h_high_cell_count,72h_severe_cell_count,72h_exposed_cell_count,72h_exposed_length_km
OSM-ROAD-608082669,608082669,,,path,osm:608082669:5592,0.024,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-914634331,914634331,,,path,osm:914634331:5593,0.135,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-608082668,608082668,,,path,osm:608082668:5594,0.576,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-608082667,608082667,,,path,osm:608082667:5595,0.146,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-300877746,300877746,,,tertiary,osm:300877746:5596,6.024,HIGH RISK,HIGH,5,0,5,6.024,5,0,5,6.024,5,0,5,6.024,5,0,5,6.024
OSM-ROAD-606442293,606442293,,,unclassified,osm:606442293:5597,1.384,HIGH RISK,HIGH,3,0,3,1.384,3,0,3,1.384,3,0,3,1.384,3,0,3,1.384
OSM-ROAD-349538211,349538211,,,path,osm:349538211:5598,0.136,HIGH RISK,HIGH,1,0,1,0.136,1,0,1,0.136,1,0,1,0.136,1,0,1,0.136
OSM-ROAD-349538209,349538209,,,path,osm:349538209:5599,1.196,HIGH RISK,HIGH,2,0,2,1.196,2,0,2,1.196,2,0,2,1.196,2,0,2,1.196
OSM-ROAD-349538227,349538227,,,unclassified,osm:349538227:5600,1.318,HIGH RISK,HIGH,1,0,1,0.378,1,0,1,0.378,1,0,1,0.378,1,0,1,0.378
OSM-ROAD-349539994,349539994,,,unclassified,osm:349539994:5601,1.636,HIGH RISK,HIGH,1,0,1,0.836,1,0,1,0.836,1,0,1,0.836,1,0,1,0.836
OSM-ROAD-349539992,349539992,,,path,osm:349539992:5602,0.042,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-606442645,606442645,,,unclassified,osm:606442645:5603,3.61,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-606443565,606443565,,,path,osm:606443565:5604,0.051,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-606442644,606442644,,,unclassified,osm:606442644:5605,0.013,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-753403775,753403775,,,unclassified,osm:753403775:5606,3.932,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-512140432,512140432,,,path,osm:512140432:5607,3.106,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-741759905,741759905,,,unclassified,osm:741759905:5608,2.617,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-512140445,512140445,,,path,osm:512140445:5609,0.804,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-516173097,516173097,,,path,osm:516173097:5610,0.079,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-516173094,516173094,,,path,osm:516173094:5611,0.079,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-863343083,863343083,,,unclassified,osm:863343083:5612,0.009,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-516173090,516173090,,,path,osm:516173090:5613,0.048,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-381463861,381463861,,,residential,osm:381463861:5614,0.319,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-503330329,503330329,,,path,osm:503330329:5615,0.21,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-608082679,608082679,,,unclassified,osm:608082679:5616,6.863,CRITICAL,SEVERE,0,1,1,4.937,1,0,1,4.937,1,0,1,4.937,1,0,1,4.937
OSM-ROAD-496970999,496970999,,,unclassified,osm:496970999:5617,6.01,HIGH RISK,HIGH,1,0,1,1.366,1,0,1,1.366,1,0,1,1.366,1,0,1,1.366
OSM-ROAD-243754227,243754227,Jelep Pass Highway,NH 717B,trunk,ref-name:nh 717b|jelep pass highway,53.565,CRITICAL,SEVERE,7,1,8,21.293,8,0,8,21.293,8,0,8,21.293,8,0,8,21.293
OSM-ROAD-496977536,496977536,,,service,osm:496977536:5619,0.326,HIGH RISK,HIGH,1,0,1,0.083,1,0,1,0.083,1,0,1,0.083,1,0,1,0.083
OSM-ROAD-496977537,496977537,,,living_street,osm:496977537:5620,0.178,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-608082674,608082674,,,unclassified,osm:608082674:5621,0.436,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1228027209,1228027209,,,path,osm:1228027209:5622,0.157,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-238452528,238452528,,NH310,trunk,ref:nh310,2.1,HIGH RISK,HIGH,3,0,3,2.1,3,0,3,2.1,3,0,3,2.1,3,0,3,2.1
OSM-ROAD-974925698,974925698,,,unclassified,osm:974925698:5624,0.235,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-516173088,516173088,,,path,osm:516173088:5625,0.139,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-695513772,695513772,,,unclassified,osm:695513772:5626,0.114,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-516173092,516173092,,,path,osm:516173092:5627,0.211,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-863343098,863343098,Gipmochi Highway,,tertiary,name:gipmochi highway,1.532,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1318320277,1318320277,Gipmochi Highway,,tertiary,name:gipmochi highway,1.254,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-863343095,863343095,,,tertiary,osm:863343095:5630,0.025,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-300877745,300877745,,,tertiary,osm:300877745:5631,0.088,HIGH RISK,HIGH,1,0,1,0.088,1,0,1,0.088,1,0,1,0.088,1,0,1,0.088
OSM-ROAD-695993736,695993736,,,unclassified,osm:695993736:5632,0.331,HIGH RISK,HIGH,1,0,1,0.331,1,0,1,0.331,1,0,1,0.331,1,0,1,0.331
OSM-ROAD-606442291,606442291,,,tertiary,osm:606442291:5633,0.198,HIGH RISK,HIGH,1,0,1,0.198,1,0,1,0.198,1,0,1,0.198,1,0,1,0.198
OSM-ROAD-1376142937,1376142937,,,unclassified,osm:1376142937:5634,0.335,HIGH RISK,HIGH,1,0,1,0.335,1,0,1,0.335,1,0,1,0.335,1,0,1,0.335
OSM-ROAD-349543183,349543183,,,footway,osm:349543183:5635,0.097,HIGH RISK,HIGH,1,0,1,0.097,1,0,1,0.097,1,0,1,0.097,1,0,1,0.097
OSM-ROAD-349543186,349543186,,,footway,osm:349543186:5636,0.104,HIGH RISK,HIGH,1,0,1,0.104,1,0,1,0.104,1,0,1,0.104,1,0,1,0.104
OSM-ROAD-1376142939,1376142939,,,unclassified,osm:1376142939:5637,0.045,HIGH RISK,HIGH,1,0,1,0.045,1,0,1,0.045,1,0,1,0.045,1,0,1,0.045
OSM-ROAD-349539993,349539993,,,tertiary,osm:349539993:5638,2.673,HIGH RISK,HIGH,2,0,2,2.673,2,0,2,2.673,2,0,2,2.673,2,0,2,2.673
OSM-ROAD-1376142938,1376142938,,,unclassified,osm:1376142938:5639,0.11,HIGH RISK,HIGH,1,0,1,0.11,1,0,1,0.11,1,0,1,0.11,1,0,1,0.11
OSM-ROAD-349527047,349527047,,,unclassified,osm:349527047:5640,3.172,HIGH RISK,HIGH,2,0,2,1.331,2,0,2,1.331,2,0,2,1.331,1,0,1,1.053
OSM-ROAD-349095174,349095174,,,unclassified,osm:349095174:5641,2.916,HIGH RISK,HIGH,2,0,2,2.916,2,0,2,2.916,2,0,2,2.916,2,0,2,2.916
OSM-ROAD-213887662,213887662,,NH 717A,trunk,ref:nh 717a,9.246,HIGH RISK,HIGH,4,0,4,7.655,4,0,4,7.655,4,0,4,7.655,4,0,4,7.655
OSM-ROAD-349106344,349106344,,,living_street,osm:349106344:5643,0.154,HIGH RISK,HIGH,1,0,1,0.154,1,0,1,0.154,1,0,1,0.154,1,0,1,0.154
OSM-ROAD-353285067,353285067,,,living_street,osm:353285067:5644,0.086,HIGH RISK,HIGH,1,0,1,0.086,1,0,1,0.086,1,0,1,0.086,1,0,1,0.086
OSM-ROAD-348636011,348636011,,,tertiary,osm:348636011:5645,1.978,HIGH RISK,HIGH,2,0,2,1.412,2,0,2,1.412,2,0,2,1.412,2,0,2,1.412
OSM-ROAD-349134195,349134195,,,unclassified,osm:349134195:5646,1.054,HIGH RISK,HIGH,1,0,1,1.054,1,0,1,1.054,1,0,1,1.054,1,0,1,1.054
OSM-ROAD-348623433,348623433,,NH 717A,trunk,ref:nh 717a,0.039,HIGH RISK,HIGH,1,0,1,0.039,1,0,1,0.039,1,0,1,0.039,1,0,1,0.039
OSM-ROAD-348623425,348623425,,,unclassified,osm:348623425:5648,6.484,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-349134192,349134192,,,footway,osm:349134192:5649,0.025,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-349106756,349106756,,,tertiary,osm:349106756:5650,7.693,HIGH RISK,HIGH,1,0,1,3.534,1,0,1,3.534,1,0,1,3.534,1,0,1,3.534
OSM-ROAD-349022020,349022020,,,tertiary,osm:349022020:5651,10.41,HIGH RISK,HIGH,5,0,5,6.177,5,0,5,6.177,5,0,5,6.177,5,0,5,6.177
OSM-ROAD-349140065,349140065,,,unclassified,osm:349140065:5652,3.583,HIGH RISK,HIGH,3,0,3,1.162,3,0,3,1.162,3,0,3,1.162,3,0,3,1.162
OSM-ROAD-355444444,355444444,,,path,osm:355444444:5653,0.132,HIGH RISK,HIGH,1,0,1,0.065,1,0,1,0.065,1,0,1,0.065,1,0,1,0.065
OSM-ROAD-349141551,349141551,,,unclassified,osm:349141551:5654,1.874,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-349527046,349527046,,,path,osm:349527046:5655,0.423,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-349121371,349121371,,,path,osm:349121371:5656,1.003,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-349121369,349121369,,,path,osm:349121369:5657,0.504,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-349113447,349113447,Gangtok - Assam - Pakyong Road,SH2,primary,ref-name:sh2|gangtok - assam - pakyong road,6.537,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-355432195,355432195,,,path,osm:355432195:5659,0.127,HIGH RISK,HIGH,1,0,1,0.127,1,0,1,0.127,1,0,1,0.127,1,0,1,0.127
OSM-ROAD-355432196,355432196,,,path,osm:355432196:5660,0.252,HIGH RISK,HIGH,1,0,1,0.252,1,0,1,0.252,1,0,1,0.252,1,0,1,0.252
OSM-ROAD-348635991,348635991,Gangtok - Assam - Pakyong Road,SH2,primary,ref-name:sh2|gangtok - assam - pakyong road,5.495,HIGH RISK,HIGH,1,0,1,0.309,1,0,1,0.309,1,0,1,0.309,1,0,1,0.309
OSM-ROAD-349083423,349083423,,,unclassified,osm:349083423:5662,3.726,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-349106776,349106776,Gangtok - Assam - Pakyong Road,SH2,primary,ref-name:sh2|gangtok - assam - pakyong road,0.329,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-349113428,349113428,,,residential,osm:349113428:5664,0.279,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-349106750,349106750,,,unclassified,osm:349106750:5665,7.311,HIGH RISK,HIGH,1,0,1,0.802,1,0,1,0.802,1,0,1,0.802,1,0,1,0.802
OSM-ROAD-349106758,349106758,,,unclassified,osm:349106758:5666,3.078,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-873008782,873008782,,,unclassified,osm:873008782:5667,0.673,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-873007810,873007810,,,unclassified,osm:873007810:5668,0.188,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-873007817,873007817,,,unclassified,osm:873007817:5669,0.18,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-873008720,873008720,,,residential,osm:873008720:5670,0.057,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-606442643,606442643,,,unclassified,osm:606442643:5671,0.523,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-349145298,349145298,,,unclassified,osm:349145298:5672,5.895,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-349145299,349145299,,,residential,osm:349145299:5673,0.085,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-502194379,502194379,,,footway,osm:502194379:5674,0.076,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-129842074,129842074,Gangtok - Assam - Pakyong Road,SH2,primary,ref-name:sh2|gangtok - assam - pakyong road,0.095,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1361787375,1361787375,,,footway,osm:1361787375:5676,0.015,HIGH RISK,HIGH,1,0,1,0.015,1,0,1,0.015,1,0,1,0.015,1,0,1,0.015
OSM-ROAD-1361787374,1361787374,,,footway,osm:1361787374:5677,0.015,HIGH RISK,HIGH,1,0,1,0.015,1,0,1,0.015,1,0,1,0.015,1,0,1,0.015
OSM-ROAD-1361787373,1361787373,,,footway,osm:1361787373:5678,0.328,HIGH RISK,HIGH,1,0,1,0.328,1,0,1,0.328,1,0,1,0.328,1,0,1,0.328
OSM-ROAD-1361787372,1361787372,,,track_grade3,osm:1361787372:5679,0.245,HIGH RISK,HIGH,1,0,1,0.245,1,0,1,0.245,1,0,1,0.245,1,0,1,0.245
OSM-ROAD-1361787363,1361787363,,,path,osm:1361787363:5680,0.021,HIGH RISK,HIGH,1,0,1,0.021,1,0,1,0.021,1,0,1,0.021,1,0,1,0.021
OSM-ROAD-355432197,355432197,,,track,osm:355432197:5681,0.834,HIGH RISK,HIGH,1,0,1,0.834,1,0,1,0.834,1,0,1,0.834,1,0,1,0.834
OSM-ROAD-129842077,129842077,,,unclassified,osm:129842077:5682,3.882,HIGH RISK,HIGH,1,0,1,0.642,1,0,1,0.642,1,0,1,0.642,1,0,1,0.642
OSM-ROAD-129842079,129842079,Gangtok - Assam - Pakyong Road,SH2,primary,ref-name:sh2|gangtok - assam - pakyong road,10.091,HIGH RISK,HIGH,3,0,3,1.35,3,0,3,1.35,3,0,3,1.35,2,0,2,1.335
OSM-ROAD-1361784899,1361784899,,,path,osm:1361784899:5684,0.01,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1361784900,1361784900,,,path,osm:1361784900:5685,0.945,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1361784901,1361784901,,,path,osm:1361784901:5686,0.026,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1361784902,1361784902,,,path,osm:1361784902:5687,0.225,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1361784010,1361784010,,,path,osm:1361784010:5688,0.159,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1361787378,1361787378,,,path,osm:1361787378:5689,0.018,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1361787379,1361787379,,,path,osm:1361787379:5690,0.019,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-873007831,873007831,,,unclassified,osm:873007831:5691,0.686,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1084683274,1084683274,,,footway,osm:1084683274:5692,0.016,HIGH RISK,HIGH,1,0,1,0.016,1,0,1,0.016,1,0,1,0.016,1,0,1,0.016
OSM-ROAD-1084683275,1084683275,,,service,osm:1084683275:5693,0.013,HIGH RISK,HIGH,1,0,1,0.013,1,0,1,0.013,1,0,1,0.013,1,0,1,0.013
OSM-ROAD-129678893,129678893,,,service,osm:129678893:5694,0.087,HIGH RISK,HIGH,1,0,1,0.087,1,0,1,0.087,1,0,1,0.087,1,0,1,0.087
OSM-ROAD-1436349110,1436349110,,,footway,osm:1436349110:5695,0.155,HIGH RISK,HIGH,1,0,1,0.155,1,0,1,0.155,1,0,1,0.155,1,0,1,0.155
OSM-ROAD-1436372798,1436372798,,,footway,osm:1436372798:5696,0.018,HIGH RISK,HIGH,1,0,1,0.018,1,0,1,0.018,1,0,1,0.018,1,0,1,0.018
OSM-ROAD-1436372797,1436372797,,,steps,osm:1436372797:5697,0.018,HIGH RISK,HIGH,1,0,1,0.018,1,0,1,0.018,1,0,1,0.018,1,0,1,0.018
OSM-ROAD-1436372796,1436372796,,,steps,osm:1436372796:5698,0.02,HIGH RISK,HIGH,1,0,1,0.02,1,0,1,0.02,1,0,1,0.02,1,0,1,0.02
OSM-ROAD-129678872,129678872,,,service,osm:129678872:5699,0.219,HIGH RISK,HIGH,1,0,1,0.219,1,0,1,0.219,1,0,1,0.219,1,0,1,0.219
OSM-ROAD-1436372799,1436372799,,,steps,osm:1436372799:5700,0.026,HIGH RISK,HIGH,1,0,1,0.026,1,0,1,0.026,1,0,1,0.026,1,0,1,0.026
OSM-ROAD-1436372800,1436372800,,,footway,osm:1436372800:5701,0.095,HIGH RISK,HIGH,1,0,1,0.095,1,0,1,0.095,1,0,1,0.095,1,0,1,0.095
OSM-ROAD-1084683273,1084683273,,,footway,osm:1084683273:5702,0.008,HIGH RISK,HIGH,1,0,1,0.008,1,0,1,0.008,1,0,1,0.008,1,0,1,0.008
OSM-ROAD-1436372801,1436372801,,,steps,osm:1436372801:5703,0.036,HIGH RISK,HIGH,1,0,1,0.036,1,0,1,0.036,1,0,1,0.036,1,0,1,0.036
OSM-ROAD-1084683270,1084683270,,,steps,osm:1084683270:5704,0.194,HIGH RISK,HIGH,1,0,1,0.194,1,0,1,0.194,1,0,1,0.194,1,0,1,0.194
OSM-ROAD-1361917316,1361917316,,,steps,osm:1361917316:5705,0.109,HIGH RISK,HIGH,1,0,1,0.109,1,0,1,0.109,1,0,1,0.109,1,0,1,0.109
OSM-ROAD-857689942,857689942,,,service,osm:857689942:5706,0.422,HIGH RISK,HIGH,1,0,1,0.422,1,0,1,0.422,1,0,1,0.422,1,0,1,0.422
OSM-ROAD-1435084406,1435084406,,,steps,osm:1435084406:5707,0.011,HIGH RISK,HIGH,1,0,1,0.011,1,0,1,0.011,1,0,1,0.011,1,0,1,0.011
OSM-ROAD-1240937220,1240937220,,,tertiary,osm:1240937220:5708,0.508,HIGH RISK,HIGH,1,0,1,0.508,1,0,1,0.508,1,0,1,0.508,1,0,1,0.508
OSM-ROAD-129678883,129678883,,,tertiary,osm:129678883:5709,1.027,HIGH RISK,HIGH,1,0,1,1.027,1,0,1,1.027,1,0,1,1.027,1,0,1,1.027
OSM-ROAD-1204350981,1204350981,,,steps,osm:1204350981:5710,0.017,HIGH RISK,HIGH,1,0,1,0.017,1,0,1,0.017,1,0,1,0.017,1,0,1,0.017
OSM-ROAD-348306526,348306526,,,residential,osm:348306526:5711,2.414,HIGH RISK,HIGH,1,0,1,0.895,1,0,1,0.895,1,0,1,0.895,1,0,1,0.895
OSM-ROAD-1435100920,1435100920,,,footway,osm:1435100920:5712,0.114,HIGH RISK,HIGH,1,0,1,0.114,1,0,1,0.114,1,0,1,0.114,1,0,1,0.114
OSM-ROAD-741796241,741796241,,,steps,osm:741796241:5713,0.32,HIGH RISK,HIGH,1,0,1,0.32,1,0,1,0.32,1,0,1,0.32,1,0,1,0.32
OSM-ROAD-857690906,857690906,,,pedestrian,osm:857690906:5714,0.15,HIGH RISK,HIGH,1,0,1,0.15,1,0,1,0.15,1,0,1,0.15,1,0,1,0.15
OSM-ROAD-56052263,56052263,,,primary,osm:56052263:5715,2.338,HIGH RISK,HIGH,3,0,3,1.966,3,0,3,1.966,3,0,3,1.966,3,0,3,1.966
OSM-ROAD-1435293955,1435293955,,,footway,osm:1435293955:5716,0.036,HIGH RISK,HIGH,1,0,1,0.036,1,0,1,0.036,1,0,1,0.036,1,0,1,0.036
OSM-ROAD-1361917292,1361917292,,,steps,osm:1361917292:5717,0.039,HIGH RISK,HIGH,1,0,1,0.039,1,0,1,0.039,1,0,1,0.039,1,0,1,0.039
OSM-ROAD-1435293954,1435293954,,,steps,osm:1435293954:5718,0.042,HIGH RISK,HIGH,1,0,1,0.042,1,0,1,0.042,1,0,1,0.042,1,0,1,0.042
OSM-ROAD-1435293951,1435293951,,,service,osm:1435293951:5719,0.009,HIGH RISK,HIGH,1,0,1,0.009,1,0,1,0.009,1,0,1,0.009,1,0,1,0.009
OSM-ROAD-741796239,741796239,,,steps,osm:741796239:5720,0.143,HIGH RISK,HIGH,1,0,1,0.143,1,0,1,0.143,1,0,1,0.143,1,0,1,0.143
OSM-ROAD-1084683271,1084683271,,,service,osm:1084683271:5721,0.156,HIGH RISK,HIGH,1,0,1,0.156,1,0,1,0.156,1,0,1,0.156,1,0,1,0.156
OSM-ROAD-1436372812,1436372812,,,steps,osm:1436372812:5722,0.061,HIGH RISK,HIGH,1,0,1,0.061,1,0,1,0.061,1,0,1,0.061,1,0,1,0.061
OSM-ROAD-1434613925,1434613925,,,steps,osm:1434613925:5723,0.034,HIGH RISK,HIGH,1,0,1,0.034,1,0,1,0.034,1,0,1,0.034,1,0,1,0.034
OSM-ROAD-1436359674,1436359674,,,pedestrian,osm:1436359674:5724,0.267,HIGH RISK,HIGH,1,0,1,0.267,1,0,1,0.267,1,0,1,0.267,1,0,1,0.267
OSM-ROAD-129678879,129678879,,,residential,osm:129678879:5725,0.466,HIGH RISK,HIGH,1,0,1,0.466,1,0,1,0.466,1,0,1,0.466,1,0,1,0.466
OSM-ROAD-129678896,129678896,Lal Bazaar Road,,living_street,name:lal bazaar road,0.345,HIGH RISK,HIGH,1,0,1,0.345,1,0,1,0.345,1,0,1,0.345,1,0,1,0.345
OSM-ROAD-1435084407,1435084407,,,steps,osm:1435084407:5727,0.023,HIGH RISK,HIGH,1,0,1,0.023,1,0,1,0.023,1,0,1,0.023,1,0,1,0.023
OSM-ROAD-539786048,539786048,,,steps,osm:539786048:5728,0.168,HIGH RISK,HIGH,1,0,1,0.168,1,0,1,0.168,1,0,1,0.168,1,0,1,0.168
OSM-ROAD-129678869,129678869,Kazi Road,,residential,name:kazi road,0.137,HIGH RISK,HIGH,1,0,1,0.137,1,0,1,0.137,1,0,1,0.137,1,0,1,0.137
OSM-ROAD-1436122109,1436122109,,,residential,osm:1436122109:5730,0.327,HIGH RISK,HIGH,1,0,1,0.327,1,0,1,0.327,1,0,1,0.327,1,0,1,0.327
OSM-ROAD-349083381,349083381,,NH 717A,trunk,ref:nh 717a,1.283,HIGH RISK,HIGH,2,0,2,0.705,2,0,2,0.705,2,0,2,0.705,2,0,2,0.705
OSM-ROAD-348681232,348681232,,,unclassified,osm:348681232:5732,1.013,HIGH RISK,HIGH,1,0,1,1.013,1,0,1,1.013,1,0,1,1.013,1,0,1,1.013
OSM-ROAD-349100585,349100585,,,unclassified,osm:349100585:5733,0.794,HIGH RISK,HIGH,2,0,2,0.733,2,0,2,0.733,2,0,2,0.733,2,0,2,0.733
OSM-ROAD-502183510,502183510,,,service,osm:502183510:5734,0.105,HIGH RISK,HIGH,1,0,1,0.105,1,0,1,0.105,1,0,1,0.105,1,0,1,0.105
OSM-ROAD-349071665,349071665,,,residential,osm:349071665:5735,0.535,HIGH RISK,HIGH,1,0,1,0.535,1,0,1,0.535,1,0,1,0.535,1,0,1,0.535
OSM-ROAD-349071666,349071666,,,residential,osm:349071666:5736,0.708,HIGH RISK,HIGH,1,0,1,0.708,1,0,1,0.708,1,0,1,0.708,1,0,1,0.708
OSM-ROAD-502183514,502183514,,,service,osm:502183514:5737,0.092,HIGH RISK,HIGH,1,0,1,0.092,1,0,1,0.092,1,0,1,0.092,1,0,1,0.092
OSM-ROAD-502183511,502183511,,,residential,osm:502183511:5738,0.248,HIGH RISK,HIGH,1,0,1,0.248,1,0,1,0.248,1,0,1,0.248,1,0,1,0.248
OSM-ROAD-496358397,496358397,,,living_street,osm:496358397:5739,0.052,HIGH RISK,HIGH,1,0,1,0.052,1,0,1,0.052,1,0,1,0.052,1,0,1,0.052
OSM-ROAD-496358398,496358398,,,footway,osm:496358398:5740,0.101,HIGH RISK,HIGH,1,0,1,0.101,1,0,1,0.101,1,0,1,0.101,1,0,1,0.101
OSM-ROAD-480460040,480460040,,,unclassified,osm:480460040:5741,2.838,HIGH RISK,HIGH,2,0,2,1.866,2,0,2,1.866,2,0,2,1.866,2,0,2,1.866
OSM-ROAD-873008793,873008793,,,residential,osm:873008793:5742,0.02,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
